"X1","X2","X3","Status"
0.483556363530015,1.70079874185539,0.761458379216492,1
1.09464180812385,-0.961418052157725,0.149766772519797,1
0.974462951075652,-1.8127461391116,0.372368197422475,1
1.12793532731064,0.201944394921492,-0.443152446765453,1
0.921588132695349,-2.1670138872495,-0.998980971053243,1
0.591767059257935,0.532209349345219,0.158062148373574,1
3.20769308503159,0.220818513527641,-0.815904572140425,1
0.471052011946516,1.36848861300656,0.0590179627761245,1
-1.14674118495701,0.944579207660214,-0.72616609884426,1
1.5098746308584,-0.32423984418937,0.138053053524345,1
-1.93621385652729,0.0572287748433374,-0.640108442399651,1
-1.00827010180419,-0.0211527592748933,-0.162649949081242,1
-0.962849405833997,-2.36312775720865,0.316958674229681,1
-3.00669395299618,0.397408544997223,-0.34013221366331,1
0.758862895423678,-1.00782049258709,-0.56289424886927,1
0.616546112647845,-0.797178293830902,0.799578970298171,1
-0.570762324423969,-0.272445964178891,0.332445922773331,1
0.3696844976938,0.919112335312935,-0.418102990370244,1
0.00628257854890451,0.892227464719387,0.0494221937842667,1
0.270244062750796,-0.729967656895192,-0.681784617248923,1
0.640602297580198,-0.362694621416356,-0.639284754637629,1
1.01589882938717,-0.0209442311802515,-0.720569553785026,1
-1.38875139845461,-0.288041798558031,0.923683698289096,1
0.996271781729895,2.60214012414538,0.821802696213126,1
-0.0600281600563956,2.65190527697308,-0.513710430357605,1
-0.753068608174015,-0.827463390670654,0.611042300239205,1
0.178125434769457,1.32676852561257,-0.132329318672419,1
-0.276913701116578,1.52806899054578,-0.517328607849777,1
-0.645997482821715,-1.03169944322027,0.591040993575007,1
1.35628877378989,-0.379247331222851,-0.0829550866037607,1
0.832437858143587,0.189365731726481,0.808169825468212,1
0.853791557244327,2.26185817735857,-0.158910028170794,1
1.14150774319741,-0.408436883035604,-0.677767099346966,1
0.402077963187411,-0.281122885535431,0.597847745288163,1
0.948384819120517,0.986819104461035,0.949211598839611,1
-0.6687327294344,0.63889751442774,-0.581164930947125,1
-0.311332873269858,2.48394243757082,0.313164978753775,1
1.21645633449668,-0.0594840143713256,0.593063001986593,1
-0.45070126958922,-0.0413318812829803,0.893211492337286,1
-1.73316768272464,1.15416012926947,0.311035558581352,1
0.947926738315498,-0.142254918359177,-0.638942270539701,1
1.50780381490718,0.412509205592373,0.423193722497672,1
1.01096079770498,0.509243604765547,-0.270060545764863,1
1.2441458913911,-0.0662512679706383,-0.922611759975553,1
1.69156815198225,-0.130001876380064,-0.331963850185275,1
-1.56754432133155,0.511091171900572,0.349551816936582,1
-1.08976139353474,1.54445434564988,0.782098764553666,1
-1.3119432751773,0.0524790500392798,0.103366193827242,1
0.277985524369371,0.00926803202586043,0.641001920215786,1
-0.750371182608515,1.79565776000349,0.702478189021349,1
0.916181745132467,0.750153934774083,0.0933345765806735,1
0.433266078685871,0.458607500054845,0.130125686526299,1
-0.208580399177402,-1.69005879777907,0.522093197330832,1
-0.65605262408197,0.302675131596477,0.386439340654761,1
-0.44527630440983,-1.1701812118024,0.195111376233399,1
0.87822375597973,-0.61110391430234,0.0731737217865884,1
-1.45743872221521,-0.474419396660333,0.835761498194188,1
-0.210531052527644,0.109951340926065,-0.450887247454375,1
-0.65029778023664,2.04711942307045,0.402754580136389,1
0.0773742334901061,-0.665526880152879,-0.369892998132855,1
-1.34244766053246,-0.377934992592686,0.676158944610506,1
-0.198641284640111,0.305248803536591,0.608166567049921,1
-0.245657824232838,-2.21557782786585,0.367872972041368,1
0.340573243592012,-0.814927893592582,0.756932145450264,1
0.150982953500959,0.143786246734197,0.738606844563037,1
1.14499408432591,0.161973630301462,-0.77252663904801,1
-0.316869895873269,0.996465524961647,-0.0919832955114543,1
-0.95408635588736,-0.605358824075263,-0.885512826964259,1
-0.727816577712831,0.623496780416422,-0.183152661658823,1
-0.33326944348953,-0.813803343491401,0.00586760276928544,1
1.40717577111687,-0.863930072673445,-0.681597322225571,1
-0.572751931468045,0.864915166316583,-0.939788652118295,1
-1.44916664752137,-0.964321394594199,-0.285968021024019,1
-0.342269419085835,1.93975591792134,-0.0987243056297302,1
-0.217458476267688,-0.9138826117633,0.619068967178464,1
0.238701931218527,0.948793231840559,0.882309691049159,1
0.00670496467295025,-2.75680624907032,0.55905705364421,1
0.733695978701523,0.495892023738964,0.77969156531617,1
-0.967549383679345,-0.334844138757111,-0.384935794398189,1
-0.2580004671815,-0.241026169672754,0.173657510895282,1
0.48919397670043,-0.742538004623581,-0.885464805178344,1
