X1,X2,Y
-0.7966127015771446,-0.44444196577375344,0
-0.7583867906899101,-1.6140477308666865,0
1.75829479626242,0.7471620703180377,0
-1.1244530264322936,-0.7550767321785901,0
0.15725488938699717,-1.5657498614128258,0
-0.6991357324161709,-1.2854006512283016,0
-0.6540118582197076,-0.8178046704676559,0
0.5899761582235943,-1.2096978687424886,0
0.7245166216779861,-0.26064360214051097,0
0.7340530476608308,-2.382674481374303,0
2.0216446530627525,0.827287438663197,0
-1.0513947976500788,-0.01575035215497056,0
1.031766929240023,-0.759546105415049,0
-0.543761956753888,-1.6952973714747566,0
1.3956774372058107,-0.4235075873498682,0
-0.10471613641951816,-1.0589242984656768,0
0.8611818031991928,-1.04571334237007,0
-1.1307745928488908,-0.8728127278702189,0
-0.6005277252595167,-0.11146350906962399,0
0.7426899243949896,-1.1784761067057012,0
-0.7459912419515164,-2.6127288600312397,0
0.2152396480197989,-1.3488061192592782,0
-0.6449196974897391,-2.819915037448469,0
-0.7014954636144727,-0.672340399205092,0
-1.0442806423148006,-1.370407828727168,0
-0.9907244207707342,-1.045483575464567,0
-0.30799090239671756,-2.064854409789292,0
-0.9049272959482451,-0.9085048514826092,0
1.0737682483866235,-0.8681158622670456,0
-0.873949940173704,-0.07442182501359251,0
-0.5169396225866354,-0.22160991802666707,0
-0.6966475264507968,-0.6537998676080307,0
-0.7881699863875641,0.8119599265737891,0
-0.3153082354888781,-2.241520300171537,0
-0.6695753699506,-1.7414602027493111,0
-0.8687906621893029,-1.2652314488251644,0
0.540944604452063,-1.306960264698719,0
0.3764459098486324,-1.5056870646404756,0
-0.7151304761707412,-0.8140977171701933,0
-0.6730995683948948,-0.7744733232967497,0
-0.7564824522381892,-1.0631129084202304,0
1.7628605931075918,0.8625626239256876,0
-1.4521047708897794,-1.1895801852344112,0
-0.7204366393091943,0.621280273382322,0
0.605523315638123,-0.3675030898192416,0
1.4066128048066768,1.0422542265771997,0
0.5558271440906813,-0.27691988465858663,0
-0.8725894343191793,-0.5071948633773868,0
-0.8769090803284747,-0.6307533093502363,0
-0.8872985519858446,-1.184370319451141,0
-0.11490837925084096,-1.30792718233664,0
1.3982824979453947,1.7412335788237416,1
0.10985606362297562,-2.630999877532398,0
-0.8020468091303026,-1.418925655326707,0
-1.3258833903290106,-1.7989278664014554,0
0.2789492433206643,-0.2977115869133201,0
-0.6075349632389612,-0.47388625321521133,0
0.8029031761172384,-0.6607194174800382,0
-0.6635526432239234,0.5924010378322937,0
-0.7408214064584102,0.19428705790749834,0
-1.1504962714060807,-1.2554263179027987,0
-0.996122705080484,-0.569966168605029,0
-1.2214283589651238,-1.6559644154540014,0
-0.43289006143647246,-0.2671969380061301,0
0.09881697621042063,-1.495864819221838,0
1.8295039355473064,0.29698565898159934,0
1.6192684047830777,0.2692662321627062,0
1.2730883882535258,-1.6401748210028317,0
-0.593257034523029,-0.6185565442855095,0
-1.0250151088076211,-1.8992932384931918,0
0.9318765096755418,-0.7323760245824409,0
-0.8933107013223106,-0.9509196092461702,0
-0.5523700412615639,-0.6656651417442057,0
-0.09235013454916063,-2.364442540767774,0
1.2172992384833734,-0.11664029574865287,0
0.16508715239281524,-2.0462007950107184,0
1.0365485489871453,-1.0362095450133746,0
-0.48223053465716953,0.13310862919932265,0
-0.6863401610366365,-1.1034238817916595,0
0.8305267964623237,-0.12302592672621393,0
0.38875633324421627,-0.7699244575329115,0
-0.27429207272058553,-1.3601847058994383,0
1.292119311240739,-1.0195051924328316,0
1.3087421081936164,-0.3832591863964299,0
-0.4762925405766826,0.5156335271766899,0
-0.08347804202576303,-1.7575452861911216,0
1.0696988367009963,-0.5178927003476,0
1.029636527670193,-0.36643859232538173,0
